"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N"
"1400000US42101012501","Census Tract 125.01, Philadelphia County, Pennsylvania","2935","2694","1721","341","1","559","10","62","241","235","8","8","55","0","146","2","2","0","6","3","2","1","0","0","2","4","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101012502","Census Tract 125.02, Philadelphia County, Pennsylvania","5141","4768","3252","570","13","818","0","115","373","328","32","19","56","0","193","7","1","0","13","0","0","2","5","0","0","37","20","2","0","3","1","3","5","0","2","0","0","0","1","0","0","0","0","0","0","0","8","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013100","Census Tract 131, Philadelphia County, Pennsylvania","1709","1571","437","943","2","142","0","47","138","116","36","6","10","0","28","10","4","1","19","0","0","1","0","1","0","18","2","2","0","6","0","0","2","0","0","0","2","0","3","0","1","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1"
"1400000US42101013200","Census Tract 132, Philadelphia County, Pennsylvania","3221","3035","659","1883","11","385","0","97","186","175","27","6","13","3","81","8","9","0","9","0","0","18","0","0","1","11","5","0","0","1","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013300","Census Tract 133, Philadelphia County, Pennsylvania","4057","3680","2298","914","19","315","1","133","377","348","63","17","61","1","142","13","12","2","34","1","0","1","0","0","1","24","1","4","1","6","0","0","6","2","4","0","0","0","0","0","0","0","0","0","0","0","5","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013401","Census Tract 134.01, Philadelphia County, Pennsylvania","2971","2792","2496","115","1","157","3","20","179","169","19","8","44","0","92","0","4","0","1","0","0","1","0","0","0","8","1","2","1","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013402","Census Tract 134.02, Philadelphia County, Pennsylvania","3635","3353","2546","424","7","236","0","140","282","272","35","10","40","0","169","5","0","2","6","0","0","1","0","4","0","10","7","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013500","Census Tract 135, Philadelphia County, Pennsylvania","4252","3937","2784","839","19","169","0","126","315","278","42","10","60","4","126","6","3","1","19","2","1","1","0","3","0","18","7","4","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","19","3","0","13","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013601","Census Tract 136.01, Philadelphia County, Pennsylvania","2911","2701","2422","76","1","160","0","42","210","198","15","5","74","0","95","3","1","3","1","1","0","0","0","0","0","11","5","1","0","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013602","Census Tract 136.02, Philadelphia County, Pennsylvania","3776","3537","3026","228","9","188","3","83","239","225","40","10","48","4","114","3","1","0","4","0","0","0","0","1","0","13","2","1","0","2","0","0","4","1","1","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013701","Census Tract 137.01, Philadelphia County, Pennsylvania","2122","1954","976","787","1","146","0","44","168","143","29","8","19","1","49","3","7","1","25","0","0","0","0","1","0","22","8","0","1","1","3","0","6","1","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013702","Census Tract 137.02, Philadelphia County, Pennsylvania","3913","3647","1533","1918","9","100","3","84","266","246","69","11","31","2","70","20","10","0","28","2","0","0","1","0","2","18","4","4","0","3","0","0","5","0","0","0","0","0","1","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013800","Census Tract 138, Philadelphia County, Pennsylvania","2126","1969","555","1310","1","47","0","56","157","133","35","8","14","0","42","13","4","0","13","1","0","0","0","0","3","23","15","0","0","4","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013900","Census Tract 139, Philadelphia County, Pennsylvania","2520","2404","552","1681","13","59","0","99","116","95","26","1","10","0","12","17","8","0","19","0","0","0","0","2","0","15","4","3","0","6","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014000","Census Tract 140, Philadelphia County, Pennsylvania","5456","5076","1978","2279","3","629","4","183","380","346","72","6","48","0","156","17","23","0","24","0","0","0","0","0","0","32","14","1","0","4","0","1","8","0","0","0","0","1","3","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014100","Census Tract 141, Philadelphia County, Pennsylvania","3088","2908","817","1562","7","243","2","277","180","145","33","3","13","0","59","16","5","0","13","0","0","2","0","1","0","32","2","6","0","7","1","0","9","0","6","0","1","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014201","Census Tract 142.01, Philadelphia County, Pennsylvania","3497","3223","2650","228","2","219","5","119","274","241","42","9","49","2","126","1","3","0","1","3","0","0","0","5","0","23","11","1","0","3","0","0","3","3","0","0","0","0","1","0","1","0","0","0","0","0","10","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014202","Census Tract 142.02, Philadelphia County, Pennsylvania","2309","2152","1665","142","5","275","2","63","157","148","13","8","38","1","76","0","2","1","7","0","0","2","0","0","0","8","1","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014300","Census Tract 143, Philadelphia County, Pennsylvania","1937","1806","1592","56","4","125","0","29","131","127","20","16","22","0","61","2","0","0","5","0","0","1","0","0","0","4","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014400","Census Tract 144, Philadelphia County, Pennsylvania","5111","4587","3170","642","20","335","7","413","524","490","65","18","91","1","261","6","2","0","32","0","0","4","0","7","3","20","3","2","1","7","0","1","2","3","1","0","0","0","0","0","0","0","0","0","0","0","14","3","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014500","Census Tract 145, Philadelphia County, Pennsylvania","2718","2538","704","1334","20","266","2","212","180","153","15","2","14","4","70","7","2","0","24","0","0","2","7","6","0","25","14","0","0","4","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014600","Census Tract 146, Philadelphia County, Pennsylvania","7477","7240","2951","2594","18","1149","87","441","237","219","44","16","56","0","83","1","3","1","14","0","0","0","1","0","0","17","6","1","0","3","3","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014700","Census Tract 147, Philadelphia County, Pennsylvania","4781","4493","1813","1948","3","548","29","152","288","265","80","6","40","0","76","18","9","1","24","0","0","3","8","0","0","23","7","2","0","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014800","Census Tract 148, Philadelphia County, Pennsylvania","1099","1046","65","907","9","40","0","25","53","41","14","4","2","0","4","3","1","0","8","4","0","0","1","0","0","12","9","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101014900","Census Tract 149, Philadelphia County, Pennsylvania","3765","3601","261","3184","17","53","0","86","164","146","55","6","2","0","21","34","2","0","22","1","0","0","0","1","2","16","8","0","0","2","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101015101","Census Tract 151.01, Philadelphia County, Pennsylvania","2217","2138","75","1997","9","14","0","43","79","73","27","0","0","0","14","8","5","0","15","0","0","0","0","2","2","6","1","0","0","0","2","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101015102","Census Tract 151.02, Philadelphia County, Pennsylvania","4154","3991","87","3773","17","21","0","93","163","140","42","11","0","1","12","55","1","1","17","0","0","0","0","0","0","22","16","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101015200","Census Tract 152, Philadelphia County, Pennsylvania","5509","5273","195","4864","22","42","0","150","236","192","79","8","1","0","24","35","10","1","30","0","0","1","0","3","0","42","32","5","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"1400000US42101015300","Census Tract 153, Philadelphia County, Pennsylvania","7943","7598","3671","2964","23","584","41","315","345","310","72","32","50","0","82","35","11","0","27","0","0","0","0","0","1","30","2","2","0","21","0","0","2","0","0","0","0","0","0","2","1","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101015600","Census Tract 156, Philadelphia County, Pennsylvania","1902","1617","605","441","42","63","1","465","285","257","21","2","19","0","167","8","4","7","16","1","0","5","0","3","4","23","2","1","0","2","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","5","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101015700","Census Tract 157, Philadelphia County, Pennsylvania","2924","2527","1592","244","17","111","0","563","397","371","47","9","50","0","211","0","6","3","35","0","0","2","0","5","3","14","2","4","0","3","0","0","1","1","2","0","0","0","1","0","0","0","0","0","0","0","12","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101015800","Census Tract 158, Philadelphia County, Pennsylvania","6575","6094","5572","132","10","259","5","116","481","453","45","39","133","0","220","0","7","0","7","0","0","0","1","0","1","26","9","1","0","3","1","0","2","0","7","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101016001","Census Tract 160.01, Philadelphia County, Pennsylvania","2695","2509","2307","69","0","87","0","46","186","168","16","21","33","0","83","5","1","0","7","2","0","0","0","0","0","14","0","1","0","1","0","0","10","0","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1"
"1400000US42101016002","Census Tract 160.02, Philadelphia County, Pennsylvania","4236","3941","3536","116","9","173","6","101","295","280","41","28","49","0","138","5","3","0","15","0","0","1","0","0","0","7","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","8","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016100","Census Tract 161, Philadelphia County, Pennsylvania","6583","5981","4076","466","17","791","5","626","602","551","69","39","96","1","294","7","6","0","28","0","0","6","0","4","1","44","9","14","0","5","0","0","0","0","4","1","1","0","8","0","2","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"1400000US42101016200","Census Tract 162, Philadelphia County, Pennsylvania","2078","1670","415","456","18","52","0","729","408","350","9","5","7","2","272","8","1","1","28","0","0","10","1","4","2","49","5","0","0","8","0","0","33","0","0","0","0","0","3","0","0","0","0","0","0","0","9","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016300","Census Tract 163, Philadelphia County, Pennsylvania","3243","2776","558","615","35","230","2","1336","467","418","25","7","4","0","277","8","2","0","66","3","0","13","0","8","5","37","15","1","0","8","0","0","3","2","0","0","0","0","8","0","0","0","0","0","0","0","12","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016400","Census Tract 164, Philadelphia County, Pennsylvania","4181","3632","387","1680","49","44","9","1463","549","505","44","7","10","0","333","20","4","0","74","8","0","2","0","0","3","31","3","5","0","9","0","0","2","2","0","0","1","0","8","0","1","0","0","0","0","0","12","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101016500","Census Tract 165, Philadelphia County, Pennsylvania","2477","2328","87","2013","12","21","0","195","149","121","36","9","1","0","22","15","0","0","22","1","0","8","2","1","4","22","11","4","0","0","0","0","4","1","1","0","0","0","1","0","0","0","0","0","0","0","6","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016600","Census Tract 166, Philadelphia County, Pennsylvania","1838","1718","330","1211","9","102","3","63","120","107","28","7","6","0","31","10","4","0","14","1","0","4","0","2","0","13","4","2","0","0","0","0","2","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016701","Census Tract 167.01, Philadelphia County, Pennsylvania","2833","2731","88","2570","9","9","1","54","102","100","33","2","6","0","10","20","5","0","22","0","1","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016702","Census Tract 167.02, Philadelphia County, Pennsylvania","2908","2807","166","2511","7","50","0","73","101","82","33","3","2","1","12","16","1","0","13","0","0","0","0","1","0","18","8","1","0","2","0","0","3","1","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016800","Census Tract 168, Philadelphia County, Pennsylvania","3565","3422","74","3239","19","14","0","76","143","117","61","7","1","0","2","22","8","0","12","0","2","0","0","2","0","26","21","0","0","2","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016901","Census Tract 169.01, Philadelphia County, Pennsylvania","3125","3037","74","2873","9","8","5","68","88","83","39","2","0","0","9","28","0","0","0","0","0","0","0","2","3","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101016902","Census Tract 169.02, Philadelphia County, Pennsylvania","5030","4851","58","4683","15","23","7","65","179","163","46","1","4","2","15","51","13","2","24","2","0","0","0","0","3","14","6","2","0","1","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017000","Census Tract 170, Philadelphia County, Pennsylvania","3126","2962","791","1991","7","125","3","45","164","147","52","2","20","0","26","16","9","1","20","0","1","0","0","0","0","12","6","0","0","3","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017100","Census Tract 171, Philadelphia County, Pennsylvania","3722","3600","56","3462","5","13","3","61","122","110","55","1","1","0","11","16","2","1","22","0","0","1","0","0","0","12","7","0","0","0","0","0","2","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017201","Census Tract 172.01, Philadelphia County, Pennsylvania","2903","2794","39","2706","6","10","0","33","109","93","44","2","0","0","12","15","2","0","13","0","0","4","1","0","0","11","7","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"1400000US42101017202","Census Tract 172.02, Philadelphia County, Pennsylvania","3729","3614","55","3480","3","13","0","63","115","100","35","7","6","0","8","25","6","0","12","1","0","0","0","0","0","13","9","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017300","Census Tract 173, Philadelphia County, Pennsylvania","2872","2760","40","2629","7","25","0","59","112","102","40","0","0","0","7","23","6","0","20","0","0","0","0","1","5","10","5","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017400","Census Tract 174, Philadelphia County, Pennsylvania","2307","2177","56","1921","16","19","0","165","130","119","38","0","3","0","45","12","7","0","11","1","0","0","2","0","0","9","6","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017500","Census Tract 175, Philadelphia County, Pennsylvania","6711","5879","645","2003","79","79","9","3064","832","762","54","8","5","0","498","21","9","0","123","2","0","20","0","3","19","58","19","1","5","21","0","0","3","0","0","0","2","0","0","0","7","0","0","0","0","0","12","5","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017601","Census Tract 176.01, Philadelphia County, Pennsylvania","5027","4315","689","598","63","47","16","2902","712","675","61","5","7","0","443","0","3","0","128","0","0","13","0","6","9","29","12","3","0","8","1","0","1","0","3","0","0","0","1","0","0","0","0","0","0","0","8","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017602","Census Tract 176.02, Philadelphia County, Pennsylvania","3573","3107","524","627","20","36","5","1895","466","433","33","6","3","0","288","2","1","0","78","1","0","8","3","3","7","26","4","3","0","14","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101017701","Census Tract 177.01, Philadelphia County, Pennsylvania","3552","3135","500","1091","28","103","2","1411","417","370","40","3","3","0","229","2","2","3","62","1","0","7","1","5","12","47","13","0","0","28","0","0","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101017702","Census Tract 177.02, Philadelphia County, Pennsylvania","4582","3994","684","870","77","94","2","2267","588","543","43","0","1","0","365","8","1","2","96","0","0","13","0","4","10","32","4","3","0","22","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101017800","Census Tract 178, Philadelphia County, Pennsylvania","6246","5541","1574","1731","45","170","5","2016","705","648","80","20","24","6","395","10","5","0","80","0","0","20","0","0","8","49","15","3","0","18","0","0","4","3","4","0","0","0","0","0","0","1","0","0","0","1","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"1400000US42101017900","Census Tract 179, Philadelphia County, Pennsylvania","6152","5392","2548","1300","46","151","6","1341","760","699","144","53","21","4","362","18","9","5","61","0","0","17","3","0","2","43","18","6","0","7","1","0","6","0","2","0","0","0","3","0","0","0","0","0","0","0","18","2","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101018001","Census Tract 180.01, Philadelphia County, Pennsylvania","2485","2309","2030","86","10","61","3","119","176","158","32","17","23","1","66","1","1","0","4","0","0","0","12","1","0","18","13","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101018002","Census Tract 180.02, Philadelphia County, Pennsylvania","5439","5128","4753","143","11","73","0","148","311","294","42","46","55","0","137","1","5","1","1","1","1","0","3","1","0","16","3","3","0","7","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101018300","Census Tract 183, Philadelphia County, Pennsylvania","4326","4120","3997","33","0","24","1","65","206","197","25","65","18","4","75","2","2","0","2","0","0","1","3","0","0","7","2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101018400","Census Tract 184, Philadelphia County, Pennsylvania","2278","2160","2083","12","12","10","0","43","118","107","22","23","15","2","42","1","0","0","1","0","0","0","1","0","0","9","7","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101018801","Census Tract 188.01, Philadelphia County, Pennsylvania","4445","3947","1152","1244","70","86","0","1395","498","450","58","16","8","0","251","26","2","0","83","0","0","1","0","3","2","38","6","0","0","12","0","0","5","2","2","0","0","0","5","0","0","6","0","0","0","0","10","3","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101018802","Census Tract 188.02, Philadelphia County, Pennsylvania","3570","3170","778","1142","36","41","2","1171","400","372","61","18","7","0","205","17","3","2","41","0","0","8","0","2","8","22","8","0","0","10","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101019000","Census Tract 190, Philadelphia County, Pennsylvania","7806","6809","1352","1603","53","456","6","3339","997","939","93","23","10","0","566","16","3","3","170","0","0","21","0","2","32","50","11","2","0","27","0","0","5","0","2","0","0","0","2","1","0","0","0","0","0","0","8","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101019100","Census Tract 191, Philadelphia County, Pennsylvania","8237","7171","1625","1007","61","999","9","3470","1066","978","65","12","20","2","698","16","4","0","126","0","0","16","0","16","3","71","17","2","1","32","0","0","12","1","4","0","0","0","2","0","0","0","0","0","0","0","14","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2","2"
"1400000US42101019200","Census Tract 192, Philadelphia County, Pennsylvania","7661","6676","1310","1714","76","276","0","3300","985","931","95","9","17","2","611","12","2","0","145","0","6","17","1","7","7","46","21","0","0","18","0","0","2","0","1","0","0","0","4","0","0","0","0","0","0","0","7","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101019501","Census Tract 195.01, Philadelphia County, Pennsylvania","4689","3950","658","641","64","37","12","2538","739","705","28","2","6","0","539","3","0","0","91","5","0","27","0","1","3","30","0","0","1","15","1","0","5","0","0","0","2","0","6","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101019502","Census Tract 195.02, Philadelphia County, Pennsylvania","3494","2773","464","521","44","40","1","1703","721","672","22","8","0","0","509","13","1","0","94","0","1","20","0","4","0","38","7","0","2","23","2","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","11","0","0","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101019700","Census Tract 197, Philadelphia County, Pennsylvania","6416","5512","604","1941","42","99","8","2818","904","854","63","7","2","2","582","17","3","1","144","0","0","18","0","8","7","37","15","0","0","17","0","0","2","0","0","0","2","0","0","0","1","0","0","0","0","0","13","5","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101019800","Census Tract 198, Philadelphia County, Pennsylvania","5763","5036","412","1979","39","169","8","2429","727","664","40","10","3","0","426","18","6","0","120","0","0","15","2","4","20","55","19","2","0","32","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101019900","Census Tract 199, Philadelphia County, Pennsylvania","4389","3767","382","1716","42","24","5","1598","622","595","56","13","2","1","410","13","3","0","85","0","2","0","0","8","2","25","4","0","0","10","0","0","6","2","0","0","0","0","3","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101020000","Census Tract 200, Philadelphia County, Pennsylvania","1277","1211","87","968","8","68","0","80","66","54","13","0","0","2","24","9","2","1","3","0","0","0","0","0","0","7","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101020101","Census Tract 201.01, Philadelphia County, Pennsylvania","3750","3604","186","3167","22","81","1","147","146","132","50","1","5","1","21","30","0","0","24","0","0","0","0","0","0","8","5","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
